customer_id,name,gender,age,city,state,join_date,loyalty_points
12411,Customer_12411,Male,58,Bangalore,TS,2025-10-14,4607
12412,Customer_12412,Male,53,Pune,DL,2025-10-20,3036
12413,Customer_12413,Female,23,Pune,MH,2025-10-23,445
12414,Customer_12414,Male,30,Chennai,MH,2025-08-11,2109
12415,Customer_12415,Male,27,Chennai,DL,2025-11-12,2587
12416,Customer_12416,Male,18,Pune,TN,2025-12-11,4576
12417,Customer_12417,Male,59,Bangalore,DL,2025-08-21,1195
12418,Customer_12418,Female,24,Pune,DL,2025-12-20,1495
12419,Customer_12419,Female,45,Bangalore,DL,2025-12-25,569
12420,Customer_12420,Female,19,Chennai,MH,2025-11-16,3773
12421,Customer_12421,Male,48,Hyderabad,DL,2025-11-28,3923
12422,Customer_12422,Female,42,Delhi,TN,2025-08-10,3111
12423,Customer_12423,Male,27,Pune,TN,2026-01-01,1334
12424,Customer_12424,Male,42,Delhi,TN,2026-01-25,4795
12425,Customer_12425,Male,39,Chennai,KA,2025-08-03,1627
12426,Customer_12426,Female,19,Mumbai,TS,2025-08-23,4428
12427,Customer_12427,Male,45,Bangalore,MH,2025-10-11,3726
12428,Customer_12428,Male,37,Hyderabad,MH,2025-08-17,3355
12429,Customer_12429,Male,64,Pune,MH,2025-10-04,1894
12430,Customer_12430,Female,19,Pune,MH,2025-09-16,4719
12431,Customer_12431,Female,31,Bangalore,MH,2025-12-20,2782
12432,Customer_12432,Male,44,Delhi,KA,2025-08-26,3303
12433,Customer_12433,Female,52,Chennai,TS,2025-10-29,4447
12434,Customer_12434,Female,37,Delhi,TS,2025-09-18,3452
12435,Customer_12435,Male,18,Pune,MH,2025-10-02,672
12436,Customer_12436,Male,64,Chennai,MH,2025-08-08,4567
12437,Customer_12437,Female,43,Bangalore,DL,2025-08-25,2483
12438,Customer_12438,Female,55,Bangalore,KA,2025-08-24,4105
12439,Customer_12439,Male,46,Delhi,TN,2026-01-23,1234
12440,Customer_12440,Female,28,Chennai,TS,2025-10-02,1075
12441,Customer_12441,Male,28,Mumbai,TS,2025-08-03,1892
12442,Customer_12442,Male,40,Chennai,TN,2025-09-25,1410
12443,Customer_12443,Male,61,Mumbai,TN,2025-09-23,4908
12444,Customer_12444,Male,47,Hyderabad,DL,2025-08-13,4885
12445,Customer_12445,Female,29,Mumbai,DL,2025-09-12,551
12446,Customer_12446,Female,33,Hyderabad,TN,2025-12-30,396
12447,Customer_12447,Male,59,Chennai,TN,2025-11-11,3324
12448,Customer_12448,Female,22,Mumbai,TN,2025-09-22,3645
12449,Customer_12449,Male,26,Chennai,TN,2025-10-02,4336
12450,Customer_12450,Male,24,Chennai,MH,2025-10-14,685
12451,Customer_12451,Female,20,Mumbai,KA,2025-10-21,4231
12452,Customer_12452,Male,46,Hyderabad,TN,2025-10-03,2421
12453,Customer_12453,Male,29,Pune,DL,2026-01-13,3399
12454,Customer_12454,Female,42,Chennai,TN,2026-01-14,1657
12455,Customer_12455,Male,37,Pune,KA,2025-10-19,2160
12456,Customer_12456,Male,27,Hyderabad,KA,2025-10-31,2599
12457,Customer_12457,Male,49,Delhi,DL,2026-01-11,4061
12458,Customer_12458,Female,29,Mumbai,MH,2025-08-30,4668
12459,Customer_12459,Male,38,Hyderabad,KA,2026-01-06,2004
12460,Customer_12460,Male,22,Mumbai,TN,2026-01-07,4731
12461,Customer_12461,Female,43,Pune,KA,2025-09-11,2614
12462,Customer_12462,Female,20,Chennai,KA,2025-09-23,412
12463,Customer_12463,Male,61,Hyderabad,MH,2026-01-03,2173
12464,Customer_12464,Male,56,Chennai,TS,2025-11-19,3219
12465,Customer_12465,Male,44,Delhi,DL,2025-12-22,3928
12466,Customer_12466,Male,34,Chennai,TN,2025-10-23,2131
12467,Customer_12467,Male,47,Hyderabad,TN,2025-11-14,2587
12468,Customer_12468,Female,49,Delhi,DL,2025-10-06,1356
12469,Customer_12469,Male,23,Hyderabad,TS,2026-01-03,2858
12470,Customer_12470,Male,43,Mumbai,DL,2025-09-20,2039
12471,Customer_12471,Female,38,Chennai,KA,2025-12-19,3244
12472,Customer_12472,Male,31,Mumbai,KA,2025-09-29,4329
12473,Customer_12473,Male,40,Delhi,TS,2025-09-26,3647
12474,Customer_12474,Male,35,Delhi,KA,2025-10-14,149
12475,Customer_12475,Male,33,Mumbai,DL,2025-07-31,1128
12476,Customer_12476,Male,34,Pune,KA,2025-10-10,94
12477,Customer_12477,Female,45,Mumbai,MH,2025-11-25,1575
12478,Customer_12478,Female,56,Hyderabad,KA,2025-10-17,660
12479,Customer_12479,Female,56,Mumbai,KA,2025-09-17,1695
12480,Customer_12480,Female,61,Chennai,TN,2025-10-30,3433
12481,Customer_12481,Female,37,Hyderabad,TN,2025-12-31,2580
12482,Customer_12482,Male,63,Bangalore,MH,2025-11-19,4341
12483,Customer_12483,Female,51,Hyderabad,MH,2025-12-29,2637
12484,Customer_12484,Female,18,Hyderabad,TN,2025-11-24,1179
12485,Customer_12485,Female,38,Hyderabad,TS,2025-09-30,4814
12486,Customer_12486,Female,49,Delhi,KA,2025-12-14,3001
12487,Customer_12487,Female,22,Bangalore,TN,2026-01-01,3507
12488,Customer_12488,Male,50,Chennai,TS,2025-12-16,3275
12489,Customer_12489,Female,23,Pune,MH,2025-10-10,1984
12490,Customer_12490,Female,53,Pune,DL,2026-01-16,3004
12491,Customer_12491,Male,49,Hyderabad,KA,2025-08-20,1818
12492,Customer_12492,Male,51,Hyderabad,TN,2025-08-28,2426
12493,Customer_12493,Female,23,Mumbai,TS,2025-11-10,2225
12494,Customer_12494,Male,48,Mumbai,DL,2025-11-28,962
12495,Customer_12495,Female,47,Bangalore,KA,2025-08-07,590
12496,Customer_12496,Female,20,Delhi,TS,2025-09-16,4055
12497,Customer_12497,Male,56,Delhi,TN,2025-11-12,3712
12498,Customer_12498,Female,48,Delhi,KA,2025-09-23,4217
12499,Customer_12499,Male,43,Chennai,DL,2026-01-08,2127
12500,Customer_12500,Female,30,Mumbai,TN,2025-09-03,125
12501,Customer_12501,Female,29,Chennai,MH,2025-12-04,3244
12502,Customer_12502,Male,57,Bangalore,TN,2025-09-07,943
12503,Customer_12503,Male,64,Chennai,KA,2025-08-29,2618
12504,Customer_12504,Female,27,Bangalore,DL,2025-08-15,2888
12505,Customer_12505,Female,31,Chennai,MH,2025-09-01,4361
12506,Customer_12506,Male,46,Pune,TN,2025-08-10,368
12507,Customer_12507,Female,30,Pune,MH,2026-01-14,3579
12508,Customer_12508,Male,26,Delhi,MH,2025-08-08,2442
12509,Customer_12509,Female,31,Bangalore,KA,2025-10-11,3469
12510,Customer_12510,Male,40,Mumbai,TN,2025-10-15,1294
12511,Customer_12511,Female,25,Chennai,MH,2025-12-27,4840
12512,Customer_12512,Female,36,Delhi,DL,2025-11-09,1970
12513,Customer_12513,Female,27,Hyderabad,KA,2026-01-03,4819
12514,Customer_12514,Female,65,Chennai,TN,2025-10-20,1639
12515,Customer_12515,Female,32,Hyderabad,KA,2025-09-28,1587
12516,Customer_12516,Female,65,Delhi,MH,2025-11-26,674
12517,Customer_12517,Female,63,Chennai,TS,2025-12-26,1354
12518,Customer_12518,Female,63,Bangalore,DL,2025-11-22,655
12519,Customer_12519,Female,38,Chennai,MH,2026-01-05,4400
12520,Customer_12520,Female,37,Delhi,DL,2025-07-31,756
12521,Customer_12521,Female,36,Chennai,MH,2025-07-30,1874
12522,Customer_12522,Female,62,Hyderabad,TN,2025-12-07,56
12523,Customer_12523,Male,33,Chennai,TS,2025-10-14,4698
12524,Customer_12524,Male,29,Chennai,TS,2026-01-18,2030
12525,Customer_12525,Male,36,Delhi,KA,2026-01-01,4874
12526,Customer_12526,Male,18,Bangalore,KA,2025-08-17,1673
12527,Customer_12527,Male,51,Delhi,TN,2025-08-03,1731
12528,Customer_12528,Male,62,Hyderabad,DL,2025-12-23,2673
12529,Customer_12529,Female,43,Mumbai,MH,2025-12-01,3457
12530,Customer_12530,Female,33,Hyderabad,TS,2025-11-05,2417
12531,Customer_12531,Female,26,Chennai,TS,2025-11-28,2669
12532,Customer_12532,Female,51,Chennai,KA,2025-12-29,179
12533,Customer_12533,Female,30,Hyderabad,DL,2025-09-04,920
12534,Customer_12534,Male,24,Bangalore,KA,2025-11-26,3095
12535,Customer_12535,Female,45,Delhi,TS,2025-11-01,3112
12536,Customer_12536,Male,53,Bangalore,TS,2025-10-15,2335
12537,Customer_12537,Female,27,Chennai,KA,2026-01-16,4792
12538,Customer_12538,Male,61,Hyderabad,KA,2025-11-13,1571
12539,Customer_12539,Female,42,Delhi,MH,2025-11-17,4717
12540,Customer_12540,Female,53,Hyderabad,TN,2025-10-28,4935
12541,Customer_12541,Female,51,Delhi,MH,2025-12-08,4586
12542,Customer_12542,Male,65,Bangalore,KA,2025-12-03,4358
12543,Customer_12543,Male,29,Delhi,KA,2025-09-25,2824
12544,Customer_12544,Male,48,Mumbai,KA,2025-09-09,362
12545,Customer_12545,Female,18,Delhi,TS,2025-09-10,4272
12546,Customer_12546,Male,50,Pune,MH,2025-10-19,3218
12547,Customer_12547,Female,44,Pune,TN,2025-12-04,763
12548,Customer_12548,Female,60,Chennai,TS,2025-09-18,2237
12549,Customer_12549,Male,59,Bangalore,DL,2025-08-12,724
12550,Customer_12550,Female,41,Mumbai,MH,2025-08-27,299
12551,Customer_12551,Male,20,Delhi,TS,2025-10-10,4286
12552,Customer_12552,Male,64,Hyderabad,DL,2025-07-30,327
12553,Customer_12553,Female,28,Chennai,DL,2025-09-10,2581
12554,Customer_12554,Male,22,Delhi,TS,2025-08-04,3779
12555,Customer_12555,Female,64,Chennai,DL,2025-09-14,2683
12556,Customer_12556,Male,64,Chennai,TN,2025-11-21,2196
12557,Customer_12557,Female,32,Bangalore,KA,2026-01-05,607
12558,Customer_12558,Male,45,Delhi,TS,2025-08-25,4943
12559,Customer_12559,Male,21,Bangalore,KA,2025-12-21,4541
12560,Customer_12560,Female,50,Chennai,DL,2025-12-18,3704
12561,Customer_12561,Female,20,Delhi,TS,2026-01-08,3704
12562,Customer_12562,Female,42,Chennai,TS,2025-10-26,4712
12563,Customer_12563,Male,20,Hyderabad,KA,2025-08-30,3191
12564,Customer_12564,Male,53,Chennai,TS,2025-11-13,3910
12565,Customer_12565,Female,32,Bangalore,TS,2025-10-11,2886
12566,Customer_12566,Female,58,Mumbai,TN,2025-10-05,4475
12567,Customer_12567,Male,23,Mumbai,MH,2025-11-22,58
12568,Customer_12568,Male,64,Hyderabad,KA,2025-10-17,1708
12569,Customer_12569,Male,63,Mumbai,MH,2025-09-02,3842
12570,Customer_12570,Male,48,Chennai,TS,2025-09-20,588
12571,Customer_12571,Male,35,Hyderabad,TS,2025-12-12,1618
12572,Customer_12572,Male,58,Delhi,MH,2025-12-01,4934
12573,Customer_12573,Male,61,Mumbai,TN,2025-08-18,981
12574,Customer_12574,Female,26,Hyderabad,KA,2025-08-12,772
12575,Customer_12575,Male,49,Bangalore,TN,2025-12-22,2160
12576,Customer_12576,Female,34,Delhi,DL,2025-09-21,3984
12577,Customer_12577,Female,36,Bangalore,MH,2025-10-22,3781
12578,Customer_12578,Male,51,Bangalore,KA,2025-10-31,1377
12579,Customer_12579,Male,55,Hyderabad,MH,2025-08-24,553
12580,Customer_12580,Male,56,Bangalore,DL,2025-09-26,795
12581,Customer_12581,Female,53,Hyderabad,KA,2026-01-25,2804
12582,Customer_12582,Male,52,Hyderabad,MH,2025-12-18,2351
12583,Customer_12583,Female,25,Pune,TS,2025-09-19,4526
12584,Customer_12584,Female,42,Delhi,DL,2025-10-29,4887
12585,Customer_12585,Female,65,Bangalore,KA,2025-08-02,394
12586,Customer_12586,Female,63,Bangalore,KA,2025-08-15,2972
12587,Customer_12587,Female,53,Chennai,TS,2025-10-12,3568
12588,Customer_12588,Male,62,Bangalore,TN,2026-01-10,3373
12589,Customer_12589,Female,53,Mumbai,KA,2025-12-08,697
12590,Customer_12590,Female,33,Pune,DL,2025-09-22,4251
12591,Customer_12591,Male,59,Pune,DL,2025-09-28,2791
12592,Customer_12592,Male,37,Chennai,KA,2025-12-20,2331
12593,Customer_12593,Male,50,Chennai,TS,2026-01-06,3069
12594,Customer_12594,Male,63,Chennai,KA,2025-08-05,472
12595,Customer_12595,Female,36,Mumbai,MH,2026-01-21,644
12596,Customer_12596,Male,28,Delhi,MH,2025-09-03,1062
12597,Customer_12597,Female,44,Bangalore,TN,2025-09-30,4518
12598,Customer_12598,Male,29,Delhi,TS,2025-10-05,4831
12599,Customer_12599,Female,65,Bangalore,TN,2025-08-16,4160
12600,Customer_12600,Female,41,Delhi,MH,2025-07-29,4921
12601,Customer_12601,Male,64,Hyderabad,DL,2025-12-13,1572
12602,Customer_12602,Male,19,Pune,TS,2026-01-12,3002
12603,Customer_12603,Male,36,Mumbai,MH,2025-12-12,953
12604,Customer_12604,Female,22,Hyderabad,MH,2025-11-19,3206
12605,Customer_12605,Male,25,Chennai,KA,2025-09-15,3741
12606,Customer_12606,Male,53,Chennai,MH,2025-09-05,1951
12607,Customer_12607,Male,38,Pune,MH,2025-11-03,4906
12608,Customer_12608,Female,41,Hyderabad,MH,2025-12-31,2268
12609,Customer_12609,Female,43,Mumbai,DL,2025-11-25,1453
12610,Customer_12610,Female,40,Hyderabad,TN,2026-01-18,606
12611,Customer_12611,Female,48,Bangalore,DL,2025-11-27,2227
12612,Customer_12612,Male,45,Hyderabad,DL,2025-12-25,4197
12613,Customer_12613,Male,24,Pune,TS,2026-01-18,1583
12614,Customer_12614,Female,19,Mumbai,MH,2025-12-20,4453
12615,Customer_12615,Female,53,Pune,KA,2025-09-22,3114
12616,Customer_12616,Male,28,Delhi,MH,2025-12-21,1218
12617,Customer_12617,Female,51,Mumbai,TN,2025-10-06,4261
12618,Customer_12618,Male,51,Delhi,MH,2026-01-10,2264
12619,Customer_12619,Female,33,Bangalore,TN,2025-11-24,2971
12620,Customer_12620,Female,34,Pune,MH,2025-11-09,2669
12621,Customer_12621,Female,45,Pune,DL,2025-09-09,923
12622,Customer_12622,Male,54,Hyderabad,KA,2025-09-08,1608
12623,Customer_12623,Female,21,Hyderabad,KA,2025-10-16,2889
12624,Customer_12624,Male,56,Chennai,DL,2025-11-28,594
12625,Customer_12625,Male,18,Pune,TN,2025-11-28,2947
12626,Customer_12626,Male,42,Mumbai,TS,2025-11-30,150
12627,Customer_12627,Female,56,Hyderabad,TS,2025-12-01,2332
12628,Customer_12628,Female,40,Mumbai,TN,2025-09-17,4705
12629,Customer_12629,Male,38,Mumbai,DL,2025-09-14,2259
12630,Customer_12630,Male,34,Chennai,MH,2025-10-15,2080
12631,Customer_12631,Male,40,Mumbai,KA,2025-08-26,4081
12632,Customer_12632,Female,60,Pune,TS,2025-08-18,4995
12633,Customer_12633,Female,42,Chennai,MH,2026-01-04,60
12634,Customer_12634,Male,65,Mumbai,MH,2025-09-04,2926
12635,Customer_12635,Female,30,Hyderabad,TN,2025-08-09,326
12636,Customer_12636,Female,30,Mumbai,TN,2025-12-27,1219
12637,Customer_12637,Male,38,Delhi,DL,2025-11-12,2389
12638,Customer_12638,Female,27,Mumbai,MH,2025-08-09,4774
12639,Customer_12639,Male,38,Mumbai,DL,2025-11-29,4317
12640,Customer_12640,Female,29,Bangalore,DL,2025-10-29,939
12641,Customer_12641,Female,44,Delhi,TN,2025-12-04,1257
12642,Customer_12642,Male,22,Bangalore,KA,2025-11-13,4316
12643,Customer_12643,Female,38,Delhi,MH,2026-01-22,3626
12644,Customer_12644,Male,54,Chennai,DL,2025-09-10,502
12645,Customer_12645,Female,53,Chennai,MH,2025-10-22,3340
12646,Customer_12646,Female,65,Delhi,TN,2026-01-21,4768
12647,Customer_12647,Male,29,Mumbai,TN,2025-09-05,4128
12648,Customer_12648,Male,42,Bangalore,TN,2025-09-08,2841
12649,Customer_12649,Male,50,Mumbai,TS,2025-09-21,3994
12650,Customer_12650,Female,24,Delhi,TN,2025-11-19,4414
12651,Customer_12651,Female,62,Hyderabad,MH,2025-08-07,4782
12652,Customer_12652,Female,21,Pune,DL,2025-09-08,3869
12653,Customer_12653,Female,38,Bangalore,TN,2025-10-01,3665
12654,Customer_12654,Female,59,Mumbai,TN,2025-08-17,408
12655,Customer_12655,Male,45,Chennai,KA,2025-12-15,3068
12656,Customer_12656,Female,26,Delhi,KA,2025-08-09,158
12657,Customer_12657,Female,39,Hyderabad,TN,2025-10-31,4991
12658,Customer_12658,Male,20,Pune,MH,2025-10-30,4467
12659,Customer_12659,Female,45,Chennai,TN,2025-08-07,384
12660,Customer_12660,Male,42,Mumbai,KA,2025-08-22,2226
12661,Customer_12661,Male,53,Mumbai,KA,2025-12-13,4189
12662,Customer_12662,Male,20,Delhi,MH,2025-08-22,705
12663,Customer_12663,Male,30,Pune,DL,2025-08-23,1798
12664,Customer_12664,Female,58,Delhi,KA,2025-10-16,1973
12665,Customer_12665,Female,42,Mumbai,TN,2025-08-14,1136
12666,Customer_12666,Male,21,Bangalore,TS,2025-10-12,790
12667,Customer_12667,Female,28,Chennai,TN,2025-10-24,4557
12668,Customer_12668,Female,44,Mumbai,DL,2025-10-04,2245
12669,Customer_12669,Female,38,Mumbai,KA,2025-11-24,4868
12670,Customer_12670,Male,25,Chennai,DL,2025-08-27,4898
12671,Customer_12671,Female,65,Bangalore,KA,2026-01-11,2546
12672,Customer_12672,Female,42,Mumbai,DL,2025-12-28,144
12673,Customer_12673,Female,32,Pune,MH,2025-08-06,4633
12674,Customer_12674,Female,38,Pune,TN,2026-01-22,1317
12675,Customer_12675,Female,59,Chennai,TS,2025-12-22,3191
12676,Customer_12676,Female,31,Bangalore,TN,2025-09-13,3497
12677,Customer_12677,Female,48,Hyderabad,MH,2025-12-06,4934
12678,Customer_12678,Male,30,Bangalore,TS,2025-08-06,4321
12679,Customer_12679,Female,60,Mumbai,TN,2025-12-13,1908
12680,Customer_12680,Female,26,Chennai,TS,2025-08-27,3747
12681,Customer_12681,Male,31,Bangalore,MH,2025-12-23,614
12682,Customer_12682,Female,36,Pune,DL,2025-09-17,1213
12683,Customer_12683,Female,29,Mumbai,DL,2025-11-12,4270
12684,Customer_12684,Female,56,Bangalore,TN,2025-10-15,1224
12685,Customer_12685,Male,21,Mumbai,DL,2025-09-17,4403
12686,Customer_12686,Female,19,Chennai,TS,2025-08-23,3675
12687,Customer_12687,Male,18,Bangalore,MH,2025-10-18,780
12688,Customer_12688,Female,62,Mumbai,DL,2026-01-20,1911
12689,Customer_12689,Male,34,Bangalore,KA,2025-10-20,1214
12690,Customer_12690,Male,49,Hyderabad,MH,2025-10-11,4350
12691,Customer_12691,Male,44,Pune,MH,2026-01-22,1109
12692,Customer_12692,Male,43,Hyderabad,TN,2025-10-02,276
12693,Customer_12693,Male,57,Pune,DL,2025-07-29,4335
12694,Customer_12694,Male,59,Mumbai,TS,2025-08-21,3366
12695,Customer_12695,Male,34,Chennai,DL,2025-07-30,1534
12696,Customer_12696,Female,38,Chennai,MH,2025-10-12,2493
12697,Customer_12697,Male,56,Delhi,KA,2025-10-24,494
12698,Customer_12698,Male,28,Mumbai,KA,2026-01-25,1579
12699,Customer_12699,Male,45,Bangalore,DL,2025-10-11,3766
12700,Customer_12700,Male,50,Bangalore,MH,2025-11-11,948
12701,Customer_12701,Male,19,Chennai,DL,2025-07-31,3993
12702,Customer_12702,Male,52,Bangalore,DL,2025-08-17,4441
12703,Customer_12703,Male,47,Hyderabad,DL,2025-08-20,3394
12704,Customer_12704,Female,32,Delhi,TN,2025-08-13,445
12705,Customer_12705,Male,20,Mumbai,TN,2025-12-19,4712
12706,Customer_12706,Male,64,Hyderabad,MH,2025-10-24,2527
12707,Customer_12707,Female,54,Pune,TN,2025-10-03,414
12708,Customer_12708,Female,20,Bangalore,MH,2025-09-16,1204
12709,Customer_12709,Male,54,Delhi,DL,2025-08-25,3511
12710,Customer_12710,Male,58,Hyderabad,DL,2025-11-15,3383
12711,Customer_12711,Male,38,Chennai,MH,2026-01-21,342
12712,Customer_12712,Male,28,Chennai,TN,2025-11-01,2773
12713,Customer_12713,Male,31,Chennai,KA,2025-08-30,4296
12714,Customer_12714,Male,32,Hyderabad,MH,2025-11-26,2847
12715,Customer_12715,Male,42,Hyderabad,DL,2025-10-16,2107
12716,Customer_12716,Male,30,Chennai,MH,2025-09-25,2419
12717,Customer_12717,Male,25,Chennai,DL,2025-12-07,1377
12718,Customer_12718,Male,34,Chennai,MH,2025-11-19,1787
12719,Customer_12719,Female,39,Delhi,DL,2026-01-17,612
12720,Customer_12720,Male,35,Delhi,TN,2025-12-02,2369
12721,Customer_12721,Male,58,Bangalore,DL,2025-08-19,4808
12722,Customer_12722,Male,44,Pune,DL,2025-10-31,2801
12723,Customer_12723,Male,23,Delhi,MH,2025-08-03,2963
12724,Customer_12724,Female,41,Hyderabad,DL,2026-01-19,3822
12725,Customer_12725,Female,29,Bangalore,KA,2025-08-16,2312
12726,Customer_12726,Male,29,Mumbai,TN,2025-12-24,461
12727,Customer_12727,Female,63,Bangalore,TN,2025-11-24,4513
12728,Customer_12728,Male,40,Chennai,MH,2025-09-23,2134
12729,Customer_12729,Female,41,Chennai,TS,2025-12-03,1848
12730,Customer_12730,Male,38,Hyderabad,DL,2025-09-28,4825
12731,Customer_12731,Female,24,Pune,KA,2025-11-20,4725
12732,Customer_12732,Female,55,Pune,KA,2026-01-22,3306
12733,Customer_12733,Male,59,Chennai,TS,2025-09-27,4583
12734,Customer_12734,Female,43,Chennai,MH,2025-10-05,4635
12735,Customer_12735,Male,49,Hyderabad,DL,2026-01-05,3518
12736,Customer_12736,Male,38,Delhi,KA,2025-11-14,3576
12737,Customer_12737,Male,49,Delhi,TN,2025-12-22,4992
12738,Customer_12738,Male,49,Delhi,DL,2025-12-30,2689
12739,Customer_12739,Male,45,Mumbai,MH,2025-10-15,1823
12740,Customer_12740,Female,23,Mumbai,KA,2025-11-18,22
12741,Customer_12741,Male,45,Mumbai,TN,2025-07-29,3993
12742,Customer_12742,Male,35,Mumbai,MH,2025-09-06,665
12743,Customer_12743,Male,64,Chennai,KA,2025-11-17,1072
12744,Customer_12744,Male,50,Pune,TN,2025-12-03,2757
12745,Customer_12745,Male,21,Pune,TN,2025-08-18,3099
12746,Customer_12746,Male,35,Chennai,KA,2025-10-08,10
12747,Customer_12747,Female,28,Delhi,TN,2025-11-30,4885
12748,Customer_12748,Male,58,Chennai,DL,2026-01-16,1732
12749,Customer_12749,Male,25,Bangalore,KA,2025-11-30,1831
12750,Customer_12750,Female,18,Mumbai,KA,2025-09-07,2979
12751,Customer_12751,Female,19,Delhi,MH,2025-11-04,422
12752,Customer_12752,Female,58,Pune,DL,2026-01-11,4871
12753,Customer_12753,Female,18,Delhi,TN,2025-12-07,1859
12754,Customer_12754,Male,45,Chennai,KA,2025-09-09,856
12755,Customer_12755,Female,26,Delhi,MH,2025-08-19,2802
12756,Customer_12756,Female,25,Delhi,MH,2025-11-26,754
12757,Customer_12757,Female,62,Chennai,KA,2025-12-05,1681
12758,Customer_12758,Male,53,Pune,KA,2025-11-02,3198
12759,Customer_12759,Male,29,Bangalore,MH,2025-10-15,3514
12760,Customer_12760,Female,31,Pune,DL,2025-08-03,106
12761,Customer_12761,Female,41,Delhi,DL,2025-09-22,1406
12762,Customer_12762,Male,51,Hyderabad,DL,2025-12-17,195
12763,Customer_12763,Male,45,Hyderabad,TN,2025-11-30,3527
12764,Customer_12764,Male,31,Delhi,TS,2025-09-07,4030
12765,Customer_12765,Male,43,Mumbai,TS,2025-09-03,3997
12766,Customer_12766,Female,33,Chennai,MH,2025-10-13,874
12767,Customer_12767,Female,64,Hyderabad,KA,2025-10-31,2960
12768,Customer_12768,Male,52,Hyderabad,TS,2025-10-05,2871
12769,Customer_12769,Female,46,Chennai,KA,2025-09-09,1745
12770,Customer_12770,Male,53,Delhi,KA,2026-01-05,931
12771,Customer_12771,Female,54,Delhi,TS,2025-12-10,1779
12772,Customer_12772,Male,31,Bangalore,DL,2025-12-26,1811
12773,Customer_12773,Male,23,Hyderabad,MH,2025-08-31,2222
12774,Customer_12774,Female,59,Bangalore,DL,2025-11-05,4231
12775,Customer_12775,Female,35,Bangalore,TN,2025-10-17,4100
12776,Customer_12776,Male,63,Delhi,MH,2025-09-14,3972
12777,Customer_12777,Female,51,Pune,TS,2025-09-04,4057
12778,Customer_12778,Female,56,Mumbai,DL,2025-10-09,482
12779,Customer_12779,Female,21,Hyderabad,DL,2025-12-14,3230
12780,Customer_12780,Female,37,Pune,TS,2025-08-30,3939
12781,Customer_12781,Female,35,Delhi,MH,2025-09-16,3011
12782,Customer_12782,Female,54,Delhi,TS,2025-12-24,1278
12783,Customer_12783,Female,39,Delhi,TN,2025-12-16,2005
12784,Customer_12784,Female,29,Pune,DL,2025-10-14,2557
12785,Customer_12785,Female,44,Delhi,TS,2025-12-22,287
12786,Customer_12786,Female,42,Bangalore,TN,2025-11-14,922
12787,Customer_12787,Male,42,Hyderabad,TS,2025-11-26,0
12788,Customer_12788,Male,35,Hyderabad,KA,2025-12-02,2021
12789,Customer_12789,Male,41,Hyderabad,TS,2025-10-16,3380
12790,Customer_12790,Male,47,Delhi,TN,2025-12-24,63
12791,Customer_12791,Female,21,Pune,DL,2025-11-24,3756
12792,Customer_12792,Female,60,Pune,KA,2025-10-10,976
12793,Customer_12793,Female,27,Delhi,KA,2025-11-04,2146
12794,Customer_12794,Female,62,Hyderabad,MH,2025-10-03,4384
12795,Customer_12795,Female,44,Pune,DL,2025-08-06,4510
12796,Customer_12796,Female,60,Chennai,TN,2025-12-01,3582
12797,Customer_12797,Female,56,Chennai,TS,2026-01-15,947
12798,Customer_12798,Female,25,Mumbai,MH,2025-10-31,3304
12799,Customer_12799,Female,37,Mumbai,KA,2025-08-19,647
12800,Customer_12800,Male,50,Mumbai,KA,2025-09-06,1002
12801,Customer_12801,Male,61,Mumbai,MH,2025-09-03,4920
12802,Customer_12802,Female,18,Hyderabad,TS,2025-11-30,1905
12803,Customer_12803,Female,34,Mumbai,TS,2025-09-07,337
12804,Customer_12804,Male,20,Hyderabad,DL,2025-10-28,282
12805,Customer_12805,Male,41,Hyderabad,TN,2025-11-05,3665
12806,Customer_12806,Female,34,Delhi,MH,2025-08-04,694
12807,Customer_12807,Female,24,Chennai,MH,2025-12-26,589
12808,Customer_12808,Male,27,Bangalore,DL,2025-10-09,4557
12809,Customer_12809,Female,49,Chennai,DL,2025-10-22,319
12810,Customer_12810,Female,32,Mumbai,TS,2025-07-31,3867
12811,Customer_12811,Male,31,Bangalore,MH,2025-12-16,1136
12812,Customer_12812,Female,36,Mumbai,TS,2026-01-16,2614
12813,Customer_12813,Male,41,Pune,KA,2025-09-11,2362
12814,Customer_12814,Male,21,Delhi,KA,2025-07-30,2630
12815,Customer_12815,Male,63,Pune,MH,2025-10-30,3562
12816,Customer_12816,Male,62,Delhi,KA,2025-12-30,4543
12817,Customer_12817,Male,41,Hyderabad,TN,2025-10-13,3295
12818,Customer_12818,Male,42,Delhi,TN,2025-09-09,3020
12819,Customer_12819,Female,62,Delhi,TN,2025-09-24,910
12820,Customer_12820,Female,30,Delhi,TS,2025-11-01,3803
12821,Customer_12821,Male,41,Hyderabad,MH,2025-09-08,3433
12822,Customer_12822,Female,31,Chennai,KA,2025-11-11,3333
12823,Customer_12823,Female,59,Chennai,MH,2025-11-13,4992
12824,Customer_12824,Male,51,Bangalore,TS,2025-12-21,2565
12825,Customer_12825,Male,36,Pune,TN,2025-12-10,2395
12826,Customer_12826,Female,48,Hyderabad,DL,2026-01-22,3958
12827,Customer_12827,Female,44,Pune,DL,2025-12-06,1712
12828,Customer_12828,Male,29,Bangalore,MH,2025-08-02,2457
12829,Customer_12829,Female,31,Mumbai,TS,2026-01-20,2932
